elapsed,127893,1590534179070
570,no
570,saliencymap,gradcampp
1192,yes
1192,shap,gradcampp
2697,yes
2697,shap,saliencymap
2008,yes
2008,example,gradcampp
620,no
620,example,shap
2292,yes
2292,example,saliencymap
