elapsed,133653,1590534280107
313,yes
313,gradcampp,saliencymap
25,yes
25,shap,gradcampp
3618,yes
3618,example,gradcampp
1032,no
1032,example,shap
995,yes
995,saliencymap,shap
4259,yes
4259,example,saliencymap
