elapsed,125411,1589580495818
5900,no
5900,shap,lime
9106,yes
9106,anchor,gradcampp
1081,yes
1081,example,lime
1825,yes
1825,gradcampp,anchor
5050,yes
5050,anchor,saliencymap
9772,yes
9772,lime,anchor
7087,yes
7087,example,anchor
3488,yes
3488,gradcampp,shap
3727,yes
3727,example,saliencymap
8220,yes
8220,shap,lime
