elapsed,572806,1590169767239
1157,yes
1157,saliencymap,shap
18630,yes
18630,saliencymap,gradcampp
3167,no
3167,shap,gradcampp
4184,yes
4184,saliencymap,example
7033,yes
7033,example,gradcampp
6598,yes
6598,example,shap
86,yes
86,shap,saliencymap
6081,yes
6081,saliencymap,gradcampp
10026,yes
10026,shap,gradcampp
5840,no
5840,saliencymap,example
8042,no
8042,example,gradcampp
11909,yes
11909,example,shap
