elapsed,155844,1590607866771
200975,yes
200975,anchor,example
229675,no
229675,shap,lime
205563,no
205563,lime,anchor
270145,no
270145,shap,anchor
261534,yes
261534,example,lime
193194,no
193194,example,shap
235942,no
235942,example,anchor
35884,no
35884,lime,shap
172421,yes
172421,lime,anchor
265603,yes
265603,anchor,shap
17734,no
17734,lime,example
226527,yes
226527,shap,example
