elapsed,198367,1590523726530
1321,yes
1321,saliencymap,example
626,yes
626,saliencymap,shap
3480,yes
3480,saliencymap,gradcampp
1044,yes
1044,gradcampp,example
5,yes
5,example,shap
4136,yes
4136,gradcampp,shap
