elapsed,600396,1589654567077
8236,no
8236,gradcampp,shap
1881,yes
1881,anchor,saliencymap
1715,no
1715,gradcampp,saliencymap
8430,yes
8430,gradcampp,anchor
3095,yes
3095,lime,shap
5900,no
5900,saliencymap,lime
8646,no
8646,example,anchor
5699,yes
5699,shap,anchor
7254,yes
7254,example,lime
4448,yes
4448,example,shap
1733,yes
1733,gradcampp,lime
6649,yes
6649,example,saliencymap
6795,no
6795,anchor,lime
7544,yes
7544,example,gradcampp
7524,no
7524,saliencymap,shap
