elapsed,393248,1590689437611
241614,yes
241614,anchor,lime
82763,no
82763,anchor,shap
71382,yes
71382,example,shap
201782,yes
201782,shap,lime
193194,yes
193194,anchor,example
142049,yes
142049,lime,example
112397,yes
112397,lime,anchor
189954,yes
189954,shap,anchor
289930,yes
289930,shap,example
173281,yes
173281,shap,lime
91109,yes
91109,example,anchor
318998,yes
318998,lime,example
