elapsed,60980,1590693667925
305075,yes
305075,example,anchor
128535,yes
128535,lime,example
146673,yes
146673,lime,shap
103119,no
103119,shap,example
270145,yes
270145,shap,anchor
149338,yes
149338,lime,anchor
39962,yes
39962,example,anchor
17734,yes
17734,lime,example
38402,yes
38402,shap,lime
192926,yes
192926,shap,example
229675,yes
229675,shap,anchor
173281,yes
173281,lime,anchor
