elapsed,266459,1590176997337
14455,yes
14455,saliencymap,shap
6726,yes
6726,shap,gradcampp
19199,yes
19199,gradcampp,saliencymap
6206,yes
6206,example,shap
3108,yes
3108,saliencymap,example
692,yes
692,example,gradcampp
6598,no
6598,saliencymap,shap
4607,yes
4607,shap,gradcampp
18630,yes
18630,saliencymap,gradcampp
12760,no
12760,example,shap
5840,yes
5840,example,saliencymap
1244,yes
1244,example,gradcampp
