elapsed,453389,1590091435911
6130,yes
6130,gradcampp,shap
13477,yes
13477,saliencymap,shap
12986,yes
12986,example,gradcampp
13311,no
13311,saliencymap,example
8042,yes
8042,gradcampp,saliencymap
15715,yes
15715,example,shap
86,yes
86,gradcampp,shap
4723,yes
4723,saliencymap,shap
14596,no
14596,example,gradcampp
5840,yes
5840,example,saliencymap
1656,yes
1656,gradcampp,saliencymap
13904,yes
13904,example,shap
