elapsed,202333,1590091350305
19032,yes
19032,saliencymap,example
12009,yes
12009,shap,saliencymap
7540,yes
7540,gradcampp,saliencymap
11290,yes
11290,shap,example
19932,yes
19932,gradcampp,shap
12760,yes
12760,example,gradcampp
86,no
86,example,saliencymap
17520,yes
17520,shap,saliencymap
1264,yes
1264,gradcampp,saliencymap
5840,no
5840,shap,example
3016,yes
3016,gradcampp,shap
13561,yes
13561,gradcampp,example
