elapsed,66766,1589577352188
9134,yes
9134,example,lime
5281,yes
5281,saliencymap,shap
1323,yes
1323,gradcampp,shap
5138,yes
5138,gradcampp,anchor
5754,yes
5754,example,anchor
6285,yes
6285,lime,shap
8646,no
8646,lime,shap
1715,no
1715,anchor,shap
7567,yes
7567,lime,gradcampp
6127,no
6127,gradcampp,saliencymap
