elapsed,389210,1589839091877
6795,no
6795,gradcampp,shap
3727,yes
3727,anchor,shap
8430,yes
8430,saliencymap,lime
3308,yes
3308,lime,anchor
7254,yes
7254,shap,lime
1881,yes
1881,gradcampp,lime
26,yes
26,example,lime
8875,yes
8875,gradcampp,saliencymap
7301,yes
7301,saliencymap,shap
7914,yes
7914,anchor,saliencymap
5754,yes
5754,example,shap
8220,yes
8220,example,gradcampp
6042,yes
6042,anchor,example
8236,no
8236,anchor,gradcampp
4190,no
4190,example,saliencymap
