elapsed,122365,1589761568327
5471,yes
5471,example,saliencymap
6039,yes
6039,example,anchor
732,yes
732,example,gradcampp
4537,yes
4537,anchor,saliencymap
1175,yes
1175,gradcampp,shap
26,no
26,lime,anchor
5138,yes
5138,example,lime
7544,yes
7544,example,shap
5694,yes
5694,lime,shap
429,yes
429,lime,gradcampp
6649,yes
6649,gradcampp,saliencymap
5332,yes
5332,gradcampp,anchor
5754,yes
5754,anchor,shap
8755,yes
8755,saliencymap,shap
5495,yes
5495,saliencymap,lime
