elapsed,260018,1590178214359
8220,yes
8220,saliencymap,gradcampp
2777,yes
2777,shap,example
4999,yes
4999,example,gradcampp
9442,yes
9442,saliencymap,shap
8439,yes
8439,example,saliencymap
17845,yes
17845,gradcampp,shap
20849,no
20849,saliencymap,gradcampp
86,yes
86,example,shap
17356,no
17356,example,gradcampp
15715,no
15715,saliencymap,shap
5840,yes
5840,example,saliencymap
7410,yes
7410,shap,gradcampp
