elapsed,184700,1590170814026
692,yes
692,saliencymap,gradcampp
8766,yes
8766,shap,gradcampp
17451,yes
17451,shap,example
3016,yes
3016,example,gradcampp
15103,yes
15103,example,saliencymap
13561,yes
13561,shap,saliencymap
86,no
86,saliencymap,gradcampp
17142,yes
17142,gradcampp,shap
17882,no
17882,shap,example
5840,no
5840,example,gradcampp
18557,yes
18557,example,saliencymap
16860,yes
16860,shap,saliencymap
