elapsed,134166,1589836560445
1163,no
1163,lime,shap
732,yes
732,gradcampp,shap
7087,yes
7087,example,shap
5900,no
5900,shap,saliencymap
4370,yes
4370,saliencymap,anchor
4857,yes
4857,example,saliencymap
8311,yes
8311,gradcampp,anchor
6478,yes
6478,gradcampp,lime
1487,yes
1487,lime,saliencymap
5694,no
5694,gradcampp,saliencymap
4672,yes
4672,lime,anchor
8755,yes
8755,example,lime
8896,yes
8896,shap,anchor
8355,yes
8355,example,anchor
9852,yes
9852,example,gradcampp
